,categories_en
7730,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Cereals and potatoes,Cereals and their products,Meals,Meals with meat,Pastas,Stuffed Pastas,Fresh meals,Ravioli,Fresh pasta,Pork meals,fr:Raviolis frais,fr:Raviolis-a-la-viande-de-porc"
7731,"Meats,Spreads,Canned foods,Prepared meats,Salted spreads,Rillettes,Potted meats,Pork,fr:Rillettes de viande rouge,fr:Rillettes françaises,fr:Rillettes de porc"
7732,"Beverages,Alcoholic beverages,Hard liquors,fr:Eaux-de-vie,Rums,Cuban rums,Non-sugared beverages"
7733,"Frozen foods,Meals,Pizzas pies and quiches,Frozen pizzas and pies,Frozen ready-made meals,Pizzas,Cheese pizzas,Frozen pizzas,Ham pizzas,Oval pizzas"
7734,"Plant-based foods and beverages,Plant-based foods,Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Plant-based creams,Chocolate ice cream tubs,Ice cream tubs"
7735,"Food additives,Flavors,fr:Arômes pâtisserie,fr:Aromes-naturels"
7736,"Beverages,Non-sugared beverages,Tea-drinks"
7737,"Groceries,Sauces,Mayonnaises,fr:Suppléments,fr:Suppléments fastfoods"
7738,"Fresh foods,Spreads,Dairies,Fats,Spreadable fats,Animal fats,Milkfat,Butters,Half-salted butter,Pasteurized butters,fr:Beurres-de-baratte"
7739,fr:Pain-de-cereales-germees
7740,"Meats,Spreads,Canned foods,Prepared meats,Salted spreads,Rillettes,Potted meats,Pork,fr:Rillettes de viande rouge,fr:Rillettes de porc"
7741,"Groceries,Sauces,fr:Sauces-kebab"
7742,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Durum wheat flours"
7743,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Meals,Breads,Special breads,fr:Focaccia"
7744,"fr:Fromages-frais-aux-fruits,fr:Fromages-frais-sucres"
7745,"Fresh foods,Dairies,Desserts,Yogurts,Fruit yogurts,Fruit stirred yogurts,Greek yogurts,Lemon yogurts,Stirred yogurts,Sweetened yogurts,fr:Yaourts-brasses-citron"
7746,"Meals,fr:Endives-au-jambon"
7747,"Groceries,Sauces,Epicerie,Sauces-arrabiata,Sauces-pour-pates,Sauces-tomate"
7748,"Beverages,Artificially sweetened beverages,Syrups,Flavoured syrups,fr:Nappages"
7749,"Dairies,Yogurts,Fruit yogurts,Strawberry yogurts,Stirred yogurts,Sweetened yogurts"
7750,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Salty snacks,Seeds,Nuts and their products,Nuts,Peanuts,Unshelled peanuts,es:Cacahuetes-fritos,es:Cacahuetes-fritos-con-sal"
7751,"Fresh foods,Meals,Meals with meat,Microwave meals,Beef dishes,Fresh meals,fr:Plats-prepares-a-rechauffer-au-bain-marie"
7752,"Plant-based foods and beverages,Plant-based foods,Seafood,Seaweeds and their products,Caviar substitutes,Seaweed products,Caviar substitutes from algae,ru:Синтетическая чёрная икра"
7753,Chopped-tomatoes
7754,"Beverages,Alcoholic beverages,Wines,White wines,fr:Sauvignon"
7755,"Dairies,Labeled products,Cheeses,AOC Products,fr:Fromages labéllisés,AOC cheeses"
7756,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetable-based foods and beverages,Tomatoes and tomato products,Tomato pastes,Vegetable-based foods,ru:Томатная-паста"
7757,de:Schlagsahne
7758,"es:Aliments-d-origine-vegetale,es:Aliments-et-boissons-a-base-de-vegetaux,es:Aliments-a-base-de-fruits-et-de-legumes,es:Aliments-a-base-de-plantes-frais,es:Frais,es:Legumes-et-derives,es:Legumes-frais,es:Poivrons,es:Poivrons-rouges"
7759,de:Rotwein
7760,"fr:Piperade,fr:Piperade-au-chorizo"
7761,"Meals,Meals with meat,Microwave meals,Poultry meals,Meals with chicken,fr:Plats préparés à faible teneur en matières grasses,fr:Blanquette-de-poulet"
7762,fr:Jus-de-grenadelle
7763,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Legumes and their products,Vegetables based foods,Legumes,Seeds,Legume seeds,Pulses,Peas"
7764,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fresh plant-based foods,Mushrooms and their products,Mushrooms,King trumpet mushrooms"
7765,"Meats,Spreads,Canned foods,Prepared meats,Salted spreads,Terrine,fr:Terrines de campagne"
7766,"Spreads,Breakfasts,Sweet spreads,fr:Pâtes à tartiner,Chocolate spreads,Pates-a-tartiner"
7767,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Dry pasta,fr:Penne,fr:Penne-semi-completes,fr:Pates-seches-semi-completes"
7768,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Meals,Plant-based meals,Fresh meals,fr:Salades composées,fr:Produits décongelés"
7769,"Beverages,Dairies,Fermented foods,Dairy drinks,Fermented milk products,Fermented milk drinks,Non-sugared beverages,ru:Ряженка-с-массовой-долей-жира-4"
7770,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Noodles,Chinese noodles,Instant noodles"
7771,"Meals,Soups,Refrigerated foods,Refrigerated meals,Refrigerated soups"
7772,"Meats,Prepared meats,fr:Charcuteries diverses,Country-style Pâté,fr:Pates"
7773,"Canned foods,Seafood,Fishes,Canned fishes,Tunas,Canned tunas,Tuna chunks,fr:Thons à la tomate,fr:Miettes-de-thon-a-la-tomate"
7774,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Canned vegetables,es:Boniato-en-conserva"
7775,"Desserts,Puddings,de:Haselnusscreme-mit-haselnusssahne,ru:Пудинг-пастеризованный-со-взбитыми-сливками-гранд-десерт-двойной-орех-массовая-доля-жира-4-9"
7776,"Meats,Meals,Poultries,Chickens,Microwave meals,Cooked chicken,Chicken curry"
7777,"Dairies,Cheeses,Cream cheeses,Quark,ru:Curd-snacks,ru:Сырки-глазированные,ru:Сырки-глазированные-23,ru:Сырки-глазированные-со-вкусом-ванили-и-варёной-сгущёнки"
7778,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Berries,Strawberries"
7779,"Fresh foods,Meals,Pizzas pies and quiches,Pizzas,fr:Pizza-refrigere"
7780,Caramel-wafer-bars
7781,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Noodles,fr:Pâtes aux oeufs"
7782,"Fresh foods,Sugary snacks,Dairies,Desserts,Chocolates,Dairy desserts,Chocolate desserts,Dairy chocolate desserts,fr:Liegeois,fr:Liegeois-chocolat"
7783,fr:Fruit-de-mer
7784,"Plant-based foods and beverages,Plant-based foods,Flours,fr:Farines de manioc,fr:Farines-de-manioc-fermente"
7785,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Apple compotes,Light compotes,fr:Compotes-de-pommes-allegees"
7786,"Fresh foods,Dairies,Labeled products,Cheeses,Cow Cheeses,French cheeses,AOC Products,Soft cheeses with washed rind,Unpasteurised cheeses,fr:Fromages labéllisés,AOC cheeses,fr:Mont d'Or"
7787,"Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,fr:Chips à l'ancienne,fr:Chips-aromatisees"
7788,"Seafood,Fishes,Fish fillets,Mackerels,Mackerels fillets,Mackerel fillets in escabeche"
7789,"Sugary snacks,Confectioneries,Waffles,Stuffed waffles,Stuffed wafers,Wafers"
7790,"Sugary snacks,Chocolates,Milk chocolates,ru:Шоколад-молочный-с-цельным-фундуком"
7791,"Frozen foods,Meals,Frozen ready-made meals,Starters,Puff pastry meals,fr:Paniers feuilletés,fr:Entrees-chaudes,fr:Paniers-feuilletes-aux-noix-de-saint-jacques,fr:Plats-prepares-aux-noix-de-saint-jacques"
7792,"Desserts,fr:Gateaux-de-semoule,fr:Gateaux-de-semoule-nappage-chocolat"
7793,"Farming products,Bird eggs,Eggs,Organic eggs"
7794,"Meals,Prepared vegetables,fr:Galettes-de-tofu"
7795,"fr:Chicken-satay,fr:Thai-chicken-satay"
7796,"Beverages,Sugared beverages,Sodas-aux-fruits-exotiques"
7797,"Fish and meat and eggs,fr:Foies gras,fr:Foies gras crus,fr:Foies gras de canard"
7798,"Meats,Beef,Beef steaks,Beef-shoulder-steak"
7799,Easter-egg
7800,"Dairies,Yogurts,Flavoured yogurts,Vanilla yogurt"
7801,Canned foods
7802,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Sugary snacks,Cereals and their products,Breakfast cereals,fr:Cereales-au-chocolat"
7803,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,Panettone,fr:Gateau-italien"
7804,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Chocolate ice cream tubs,Coffee ice cream tubs,Ice cream tubs"
7805,"Desserts,Brandy-snaps"
7806,"Beverages,Alcoholic beverages,Hard liquors,Liqueurs"
7807,"Groceries,Sauces,Curry pastes"
7808,"Seafood,Fishes,Herring"
7809,"Meals,fr:Céréales préparées,fr:Risottos,fr:Riz préparés"
7810,"Dairies,Yogurts,Fruit yogurts,Low-fat yogurts,fr:Yaourts multifruits"
7811,"Frozen foods,Meals,Frozen ready-made meals,fr:Colins-d-alaska-a-la-bordelaise,fr:Colins-prepares,fr:Plats-prepares-a-rechauffer-au-four-traditionnel,fr:Poissons-prepares"
7812,Pork-ham
7813,"Sweeteners,Syrups,Simple syrups,Fruit syrups,fr:Sirops-de-fruits-a-base-de-concentre"
7814,"Crêpes and galettes,Galettes,Galettes-de-ble-noir,Galettes-a-garnir"
7815,"Sandwiches,Poultry sandwiches,Sandwiches filled with cold cuts,Cheese sandwiches,Ham sandwiches,Turkey sandwiches,Emmental cheese sandwiches,Ham and cheese sandwiches,fr:Sandwichs au jambon de dinde"
7816,10
7817,"Breakfasts,Desserts,Crêpes and galettes,Crêpes,fr:Regime"
7818,"Beverages,Alcoholic beverages,Lager-beer"
7819,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Salads"
7820,"Beverages,Artificially sweetened beverages,Syrups,fr:Sirops-saveur-the,fr:Sirops-saveur-the-citron"
7821,"Sugary snacks,Biscuits and cakes,Biscuits,Diet Biscuits,fr:Biscuits-au-soja"
7822,"Beverages,Hot beverages,Coffees,Instant hot beverages,Sugared beverages,fr:Cappuccino"
7823,"Beverages,Alcoholic beverages,Beers,Flavored beers,Lagers"
7824,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Groats,Barley,ru:Крупа-ячменная-перловая-№-2"
7825,"pt:Iogurte-liquido-com-raspas-de-chocolate,pt:Straciatella"
7826,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Soups,Refrigerated foods,Vegetable soups,Cold soups,Refrigerated meals,Gazpacho,Refrigerated soups,Refrigerated vegetable soups"
7827,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,Madeleines,Madeleines with fresh butter,fr:Gateaux-au-beurre,fr:Madeleines-coquilles"
7828,"Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Culinary plants,Aromatic plants,Aromatic herbs,Mixtures of aromatic plants,Bouquet garni"
7829,"Beverages,Alcoholic beverages,Wines,French wines,Burgundy wines,Sparkling wines,White wines,fr:Crémant de Bourgogne"
7830,"Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Spices,Chili peppers,de:Scharf"
7831,it:Pasta-sfoglia
7832,"Vinegars,Balsamic vinegars,it:Aceto balsamico di Modena"
7833,"Seafood,Fishes,Fish fillets,Bass,fr:Filets-de-bars"
7834,"Fresh foods,Meals,Pizzas pies and quiches,Fresh meals,Pizzas,fr:Pizzas-au-poulet"
7835,"Canned foods,Seafood,Fishes,Canned fishes,Fish fillets,Anchovy fillets,Anchovy,fr:Anchois-en-conserve"
7836,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Sugary snacks,Confectioneries,Fruits based foods,Fruit pastes,es:Dulces-de-higo"
7837,"Meats,Prepared meats,Pork,Bacon,fr:Charcuteries cuites,Smoked bacon,Sliced bacon"
7838,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,fr:Compotes-pommes-fruits-rouges"
7839,"Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Legumes and their products,Plant-based spreads,Sweet spreads,Nuts and their products,Oilseed purees,Nut butters,fr:Pâtes à tartiner,Legume butters,Peanut butters,fr:Pate-de-cacahuete"
7840,"Dairies,Yogurts,Fruit yogurts,Fruit stirred yogurts,Stirred yogurts,Sweetened yogurts,fr:Yaourts au Bifidus"
7841,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Dry pasta,fr:Pennette-rigate-completes,fr:Pates-seches-completes"
7842,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,Cheesecakes,Pastries,fr:Cheesecake aux fruits rouges"
7843,"Beverages,Hot beverages,Coffees,Non-sugared beverages,fr:Cafe-en-grains"
7844,"Frozen foods,Meals,Microwave meals,Meals with fish,Frozen ready-made meals,fr:Plats préparés à faible teneur en matières grasses"
7845,"Beverages,Syrups,Flavoured syrups,Grenadine,Sugared beverages"
7846,"Dairies,Cheeses,French cheeses,Unpasteurised cheeses"
7847,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Stuffed Pastas,Fresh pasta"
7848,"Spreads,Breakfasts,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Honeys from France,fr:Miels liquides"
7849,"Plant-based foods and beverages,Plant-based foods,Spreads,Plant-based spreads,Spreadable fats,de:Mischfette,de:Mischstreichfett,de:Streichfette"
7850,"Plant-based foods and beverages,Beverages,Plant-based beverages,Artificially sweetened beverages,Fruit-based beverages,fr:Boissons-a-l-orange"
7851,"Fresh foods,Meals,Pizzas pies and quiches,Fresh meals,Pizzas,Chorizo pizzas,Oval pizzas"
7852,"Sugary snacks,Biscuits and cakes,Biscuits,fr:Biscuits-cuillers"
7853,"fr:Decorations,fr:Vermicelles-en-chocolat"
7854,ja:ドリンクヨーグルト
7855,Gratin-de-chou-fleur
7856,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Microwave meals,Soups,Cream soups,Plant-based meals,Vegetable soups,Cream of vegetable soups"
7857,"Plant-based foods and beverages,Plant-based foods,Meals,Crêpes and galettes,Prepared vegetables,Galettes,Meat analogues,Veggie burger patties,Cereales-preparees"
7858,"Beverages,Alcoholic beverages,Sake,fr:Sake-de-riz"
7859,"Meals,Pies,Pizzas pies and quiches,Refrigerated foods,Refrigerated meals,Salted pies,fr:Tielles"
7860,fr:Cornets-de-glace
7861,"Seafood,Meals,fr:Salades composées,Surimi"
7862,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Basil-and-garlic-tomato-sauce"
7863,it:Preparato
7864,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Rices,Aromatic rices,Indica rices,Long grain rices,Basmati rices,Brown rices,fr:Riz-basmati-complet"
7865,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,Pastries,fr:Gateaux-a-la-carotte"
7866,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Apple compotes,Strawberry applesauces,fr:Compotes à boire"
7867,"Dairies,Yogurts,Stirred yogurts,Sweetened yogurts,Vanilla yogurt"
7868,Frozen-vegetable-mix
7869,"Frozen foods,Meals,Pizzas pies and quiches,Frozen ready-made meals,Quiches,fr:Quiches lorraines"
7870,"Plant-based foods and beverages,Plant-based foods,Salty snacks,Seeds,Nuts and their products,Nuts,Chestnuts,es:Castanas-con-cascara"
7871,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Cereals and potatoes,Legumes and their products,Vegetables based foods,Cereals and their products,Legumes,Seeds,Cereal grains,Legume seeds,Pulses,Avena,Barley,Wheats,Oat,Spelts,fr:Melange-de-5-cereales-bio,fr:Riz-long-complet"
7872,"Dairies,Yogurts,Sheep's milk yogurts,fr:Yaourt-bio"
7873,"Groceries,Condiments,fr:Capres,fr:Fleurs-de-capres"
7874,"Dairies,Cheeses,Cream cheeses"
7875,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Meals with fish,Stuffed Pastas,Fresh meals,Ravioli,Fresh pasta,fr:Raviolis frais"
7876,"Plant-based foods and beverages,Plant-based foods,Canned foods,Seafood,Canned plant-based foods,Seaweeds and their products,Canned seaweeds"
7877,"ja:ひなあられ,ja:スナック菓子,ja:チョコレート"
7878,"Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Soy milks,Coffee soy milks,Non-sugared beverages"
7879,"Fresh foods,Salty snacks,Appetizers,Meals,Fresh meals,Starters,fr:Accras,fr:Accras-de-morue,fr:Beignets-de-poisson,fr:Cuisine-antillaise,fr:Entrees-chaudes"
7880,"Meals,Meals with meat,Microwave meals,Beef dishes,Pots,Pasta in a box,fr:Torsades-a-la-bolognaise"
7881,"Meats,Prepared meats,Frozen foods,Sausages,fr:Merguez,fr:Merguez-surgelees"
7882,"Dairies,Cheeses,Unpasteurised cheeses,Italian cheeses,fr:Parmesan-rape"
7883,"Seafood,Fishes,Tunas,fr:Parmentier-de-thon"
7884,"Salty snacks,Appetizers,Chips and fries,Crisps,fr:Snack"
7885,"Seafood,Fishes,Smoked fishes,Smoked trouts,fr:Truites-fumees-d-elevage"
7886,"Sugary snacks,Biscuits and cakes,Salty snacks,Appetizers,Biscuits,Crackers,Flaky biscuits,fr:Palmiers-sales"
7887,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Meals,Microwave meals,Rices"
7888,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Dairies,Fruits based foods,Plant-based spreads,Sweet spreads,Creams,Fruit preserves,Jams,Fruit jams,fr:Pâtes à tartiner,Citrus jams,Lemon jams"
7889,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,Panettone"
7890,"Seafood,Salty snacks,Appetizers,Mollusc,Mussels"
7891,"Sugary snacks,Confectioneries,Christmas foods and drinks,Christmas sweets,Chocolate covered coconut balls,es:Pan-y-reposteria"
7892,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Teas,Flavored teas,Non-sugared beverages"
7893,"Dairies,Desserts,Dairy desserts,fr:Liegeois,fr:Liegeois-vanille"
7894,"Salty snacks,Appetizers,fr:Preparations-a-base-de-legumes,fr:Preparations-a-base-de-poisson"
7895,"Seafood,Fishes,Herring,Pickled herring"
